,time point,rep,zeta
0,1,1,0.00014261645864168803
1,1,2,0.00014261645864168803
2,1,3,0.00014261645864168803
3,2,1,0.009912395403774853
4,2,2,0.00010001765607029846
5,2,3,0.0005153190853908898
6,3,1,0.0037208880530547658
7,3,2,0.00905964246593786
8,3,3,0.01308773757640572
9,4,1,0.007182862113366265
10,4,2,0.0008084567144311065
11,4,3,0.00010001464475777586
