,time point,rep,zeta
0,1,1,0.0005897180430877417
1,1,2,0.0005897180430877417
2,1,3,0.0005897180430877417
3,2,1,0.006752501517111818
4,2,2,0.00010004886137868029
5,2,3,0.0001000500682314811
6,3,1,0.002483825983659958
7,3,2,0.008931347583638732
8,3,3,0.00582781527644639
9,4,1,0.005404835444007244
10,4,2,0.0037691335872820013
11,4,3,0.00010001042152849364
