,time point,rep,zeta
0,1,1,0.002052052565702535
1,1,2,0.002052052565702535
2,1,3,0.002052052565702535
3,2,1,0.0025624445348803055
4,2,2,0.004020712692162499
5,2,3,0.00010002401063626051
6,3,1,0.006242282705995199
7,3,2,0.0003411120598089165
8,3,3,0.0024122252424895337
9,4,1,0.00010000681275740882
10,4,2,0.004670303844130233
11,4,3,0.010017441563643202
