,time point,rep,zeta
0,1,1,0.0015282412018279763
1,1,2,0.0015282412018279763
2,1,3,0.0015282412018279763
3,2,1,0.002143077997226319
4,2,2,0.002473311457068063
5,2,3,0.00010000089776485975
6,3,1,0.00332138478758603
7,3,2,0.0004231096064087818
8,3,3,0.0032333368818702416
9,4,1,0.0008069637195330226
10,4,2,0.003862851174244103
11,4,3,0.01120635140078669
