,group,day,well,S freq,lambda,total count,corrected total count,BFP,YFP,anc1,anc2,anc3
288,A1,12,E1,0.065832503,1.641804142,13609,27708.5251,8773.973633,7476.598633,1,1,1
289,A2,12,E2,0.063397459,1.821035953,13752,29879.04917,8813.356445,7482.784668,1,2,1
290,A3,12,E3,0.055594264,1.914057444,14467,32480.99076,8777.094727,7484.123047,1,3,1
291,A4,12,E4,0.06328864,1.8068298,13784,29797.27276,8807.831055,7495.400879,2,4,1
292,A5,12,E5,0.066552096,1.747548657,14644,30989.48455,8801.222656,7469.101074,2,5,1
293,A6,12,E6,0.070962564,1.810468973,14770,31970.23479,8755.929688,7425.070313,2,6,1
294,A7,12,E7,0.072799121,1.744067355,13599,28741.8812,8819.319336,7453.140625,3,7,1
295,A8,12,E8,0.076196317,1.693975695,13764,28565.94115,8763.428711,7444.071777,3,8,1
296,A9,12,E9,0.07533208,1.633354961,14541,29513.89044,8803.398438,7422.814941,3,9,1
297,A10,12,E10,0.073903461,1.728151632,14411,30283.03584,8806.708008,7445.496094,4,10,1
298,A11,12,E11,0.071785993,1.689360795,13529,28030.92171,8808.067383,7464.166992,4,11,1
299,A12,12,E12,0.099565331,1.451134945,14212,26934.3651,8827.568359,7477.741699,4,12,1
300,C1,12,G1,0.062887196,1.683950525,13980,28908.10436,8844.475586,7405.990234,1,1,2
301,C2,12,G2,0.059846795,1.752592614,13931,29534.38548,8847.223633,7420.822266,1,2,2
302,C3,12,G3,0.055097781,1.793109573,13938,29982.74297,8848.256836,7479.024902,1,3,2
303,C4,12,G4,0.049798675,2.05150033,13110,30862.26342,8846.146484,7502.212402,2,4,2
304,C5,12,G5,0.069973432,1.724399059,13909,29188.37444,8822.591797,7506.829102,2,5,2
305,C6,12,G6,0.061662823,1.832896938,14660,31986.49383,8829.493164,7515.588379,2,6,2
306,C7,12,G7,0.078396801,1.662470667,13780,28271.00051,8828.136719,7500.974121,3,7,2
307,C8,12,G8,0.063104258,1.84141227,13821,30247.15481,8840.420898,7486.303223,3,8,2
308,C9,12,G9,0.066447746,1.629400153,14596,29582.23763,8814.527344,7493.771973,3,9,2
309,C10,12,G10,0.080283588,1.557356834,15077,29747.92582,8875.916992,7504.691406,4,10,2
310,C11,12,G11,0.101674911,1.468167227,12577,23991.52054,8838.666992,7481.354492,4,11,2
311,C12,12,G12,0.138545802,1.405278465,13813,25720.25842,8851.513672,7506.39502,4,12,2
