well,RFP freq,lambda,total count,corrected total count,BFP,YFP,day,row,strains,plate
G2,0.28153059199999997,1.260729545,143663,252765.9921,7185.041504000001,7351.076172,6,G,RP,plastic
G3,0.31188333100000004,1.3874118219999998,135449,250471.4799,7207.397461,7360.785156,6,G,RP,plastic
G4,0.29642125399999997,1.370664336,152061,279366.3883,7215.033691,7398.771973000001,6,G,RP,plastic
G5,0.299685572,1.411074621,156641,292324.5653,7202.827148,7372.34668,6,G,RP,plastic
G6,0.280777944,1.3446444430000002,152713,277730.1521,7205.450684,7373.695312999999,6,G,RP,plastic
G7,0.27036772600000003,1.33063922,150446,272110.3638,7199.412109000001,7370.931640999999,6,G,RP,plastic
G8,0.279897287,1.356159589,153044,279587.2947,7201.560547,7362.379395,6,G,RP,plastic
G9,0.30706943,1.330283956,150271,271755.9687,7209.76416,7359.460448999999,6,G,RP,plastic
G10,0.300707254,1.371595335,154569,284076.9908,7208.473145,7362.983887,6,G,RP,plastic
G11,0.285545204,1.324901158,152641,275459.3982,7176.716309,7365.577637,6,G,RP,plastic
G12,0.34186023600000004,1.342811426,157423,286090.7014,7219.189941,7352.858887,6,G,RP,plastic
