kappa_var
2.2205460492503133e-16
2.2205460492503133e-16
1.998411444325282e-15
8.881884197001252e-16
8.881884197001252e-16
1.3322686295501878e-14
2.2205460492503133e-16
2.2205460492503133e-16
3.774768283725532e-15
2.2205460492503133e-16
2.2205460492503133e-16
2.2205460492503133e-16
2.2205460492503133e-16
2.2204560492503133e-15
1.1102330246251565e-15
1.998411444325282e-15
2.2205460492503133e-16
2.2205460492503133e-16
3.774768283725532e-15
4.440992098500626e-16
2.2205460492503133e-16
2.2205460492503133e-16
2.2205460492503133e-16
2.2205460492503133e-16
2.2205460492503133e-16
2.2205460492503133e-16
2.2205460492503133e-16
8.881884197001252e-16
2.2205460492503133e-16
6.661438147750939e-16
2.2205460492503133e-16
2.2205460492503133e-16
2.2205460492503133e-16
1.998411444325282e-15
2.2205460492503133e-16
2.2205460492503133e-16
4.440992098500626e-16
6.661438147750939e-16
4.440992098500626e-16
2.2205460492503133e-16
2.2205460492503133e-16
2.2205460492503133e-16
8.215660382226158e-15
1.1102330246251565e-15
4.440992098500626e-16
2.2205460492503133e-16
4.440992098500626e-16
4.440992098500626e-16
4.440992098500626e-16
2.2205460492503133e-16
2.2205460492503133e-16
4.662946703425657e-15
2.2205460492503133e-16
4.440992098500626e-16
2.2205460492503133e-16
6.661438147750939e-16
2.2205460492503133e-16
6.661438147750939e-16
4.440992098500626e-16
2.2205460492503133e-16
4.440992098500626e-16
4.440992098500626e-16
2.2205460492503133e-16
4.440992098500626e-16
4.440992098500626e-16
8.881884197001252e-16
4.440992098500626e-16
2.2205460492503133e-16
4.218857493575595e-15
2.2205460492503133e-16
4.440992098500626e-16
1.998411444325282e-15
2.2205460492503133e-16
2.2205460492503133e-16
2.2205460492503133e-16
2.2205460492503133e-16
2.2205460492503133e-16
2.2205460492503133e-16
1.3322776295501878e-15
2.2205460492503133e-16
3.552723678800501e-15
2.2205460492503133e-16
2.2205460492503133e-16
5.329080518200751e-15
2.886589864025407e-15
2.2205460492503133e-16
2.2205460492503133e-16
6.661438147750939e-16
2.2205460492503133e-16
2.2205460492503133e-16
2.2205460492503133e-16
