beta
-1.0722272699859872
-1.0649237570320196
-1.0615659893101537
-0.871603013264405
-0.6541720267944129
-1.6052877421096383
-0.8865900414774615
-0.6010127658917668
-0.8500424711318573
-0.9322939544511968
-0.669539446215552
-1.010989647519338
-0.819628952776668
-0.49135117665687744
0.04861356506226855
-1.4710958459091614
-1.1927671616031006
-0.8721389406565834
-0.8125391003308522
-1.662062181777756
-1.4545212339211417
-0.6718190208871135
-1.4137016301203857
-0.5444013462329025
-1.2238138063926556
-0.6727903672191076
-0.40009224321318015
-1.3289860274056053
-0.8923338081235954
-0.2287169009123886
-0.6727085488671349
-0.6050749092821235
-0.917718383717343
-1.1374038760615974
-0.9176808269928785
-1.2172231116673373
-0.6011836407999311
-0.44236744077198864
-1.3397835826453957
-0.7471704933580128
-1.0511388283572103
-0.8113404423356769
-1.4136842610043487
-1.0211705130165143
-1.0334815266370896
-1.3969867647114427
-0.9684526367810236
-0.6406116452099582
-1.7147155736056021
-0.7897249780719449
-0.5322123028659149
-0.6795811670687186
-1.1562923722117802
-0.8373532160825334
-0.3481943234867799
-0.975413770878049
-0.7991554032499266
-1.062062081953428
-0.7107208368065869
-0.6959628836149108
-0.5559458838652915
-0.7533840871148527
-0.702845481023104
-0.45010242423721536
-1.5371012533120165
-1.312776500677046
-0.9210904441943342
-1.4165204298431462
-1.225375077866488
-1.6970181326382345
-1.2834751118141412
-0.7432327610166851
-0.8395280585871348
-1.0620333878110841
-0.7402468657179213
-0.6769352981883259
-0.9062635905329444
-1.460539884186062
-1.2052725111065143
-0.4832077724141044
-1.5493099698084194
-0.8578361193050625
-0.6558133718426689
-1.2531105111204965
-1.2923653729676232
-0.8449486851991139
-0.8656501169099755
-1.0104092134552616
-0.9131522311669897
-0.7521906828097116
-0.5224654810597258
-1.2044342251655422
-0.8148673528169468
-0.5757566594346173
-0.6829521810728636
-0.9715858748237167
-0.6679262955574359
-0.9535201949513237
-0.35146359589413123
-0.3506078606952059
-0.35495599866339944
-0.6971913837210195
-1.2428290502568586
-0.8048774681146682
-0.6635036822175664
-0.6896659077173268
-0.6802354248802942
-0.8092218207696362
-0.924946049304225
-1.0376931370584401
-1.245083798110926
-0.8623219472138999
-1.242340780969272
-0.6744371147603232
-1.2051986735311289
-0.6108317490821378
-0.22891312748269854
-1.0834953812875199
-1.0068986500505304
-1.5010864148140115
-1.3008527848183462
-0.6145343359320634
-0.25213400876535275
-1.238785125973635
-0.595010499624621
-1.0973767987906058
-0.6501612324181423
-0.5633244895785623
-1.245957693165309
-0.817904432292238
-1.5503407087701078
-0.3484612425752971
-0.8241470378633977
-0.9051594881369169
-1.1336651234300916
-0.8181670399856245
-1.0400861606507021
-0.6199160371142227
-0.9671064342065421
-0.5799562114241752
-1.145584202015229
-0.9938654394124455
-0.5768824755892865
-1.1528503003231094
-0.8681147992333678
-1.03800640653931
-0.7974590667816557
-0.9240265288919147
-0.3998880073844191
-1.0151179873141274
-0.8840174656574789
-1.5837193656637254
-0.8872655197154984
-1.2407527763292308
-0.6593479139711746
-1.3232053701950974
-0.979977285575302
-0.9637686035955113
-0.3936409232764788
-0.7256051745140155
-0.879805276188165
-0.8003928692099578
-1.0124989749550934
-0.9387486496196402
-1.3713449117980474
-0.8219424586892217
-0.821823817667152
-0.8485247784527843
-1.3530678868129797
-0.9635261749811406
-0.6829209816621784
-1.0226743843536212
-0.9668254676787029
-0.9130852497354311
-1.4964819036649146
-0.5599541600711007
-0.9499437311596921
-1.2849325043797535
-0.8615148042701435
-0.9955877542651166
-1.0524719616262814
-1.4429125861926195
-1.3762172624498987
-1.0256682895040967
-1.0790208773910734
-1.318857708945913
-0.6774901272493139
-1.0618516075340239
-1.0544211295330683
-0.3492642407068871
-0.9637514132085272
-0.6217063804946577
-1.138301790978801
-0.8824485281498227
-1.505059075686603
-1.1624516681115153
-1.2485650113653435
-1.1811876983675234
-1.015858057701763
-1.0611222676163408
-0.6703344372368321
-1.0328297321630941
-1.004033520259668
-0.9892018332743788
-0.8022261803809982
-0.5366551564061695
-1.17439409682774
-1.1968917034092215
-0.43462669542620347
-1.0048561270079404
-1.2304784413212957
-0.5801361494295776
-0.7467147908170233
-1.3083619027163707
-1.474355801988267
-1.0137734636284108
-1.0703335995641936
-1.3144549189455574
-0.6486893191110568
-0.763027452374331
-1.1575791119026206
-1.382944544836235
-0.4145383465371708
-0.590384246912933
-0.9721204014897751
-1.1573412533769414
-1.252694270708659
-0.7883184262763763
-0.21834182641147493
-0.6804374714149901
-0.6854884046284582
-1.6264396980590448
-0.6829907051065334
-0.8057752750983695
-0.7812910414974397
-0.9230323756350458
-1.1748957028408853
-1.5039551661398747
-0.8781114999915332
-0.9948869395308293
-0.7698286838615047
-0.7713883845643039
-0.45783124818052556
-1.1179705941151639
-0.6018438942676028
-1.0669777188428924
-0.32881681584062505
-1.4813774591726059
-0.8090977611673793
-0.7920034531998112
-0.9731627491951826
-1.6007763024242792
-0.7999823257458303
-0.2532018505646363
-1.1997639592977976
-0.8478988164726928
-1.4755531348286723
-0.9515619869928003
-1.2357617866223904
-1.2649565426216611
-0.3171292345003849
-0.886006570914617
-1.7563023849615576
-0.7933204328419521
-0.9984231373516792
-1.291835192362285
-0.16889895614795591
-1.474755022565887
-0.591357058854598
-0.4526720594970186
-0.9264161365071857
-0.9308333591604452
-0.808805026283494
-0.5974574999397078
-0.9395711665019348
-1.304527072348023
-1.0833743826001836
-0.35759787352465366
-0.798023352150139
